-1,-1,-1,-1,-1
-1,-1,-1,-1,-1
5.0,10.5,137.9,10.7,5.3
4.7,9.8,140.5,11.1,5.5
5.1,9.9,150.4,10.3,5.3
5.1,9.9,142.3,11.3,5.6
5.1,9.9,149.8,11.4,5.3
4.8,9.4,146.3,10.8,5.2
5.1,9.7,136.1,10.6,5.5
4.9,9.4,139.1,11.3,5.3
4.9,9.3,141.9,11.0,5.2
4.9,9.6,136.2,10.9,5.5
4.9,9.8,133.8,11.5,5.4
5.1,9.4,144.8,10.7,5.7
4.9,9.1,136.9,11.5,5.5
4.8,9.3,142.1,11.8,5.8
4.7,9.0,131.8,10.9,5.7
4.5,9.0,128.1,10.9,5.9
4.6,9.5,132.7,11.3,5.4
4.4,9.3,129.1,10.9,5.5
4.5,9.4,132.3,11.3,5.6
4.4,8.8,131.6,11.9,5.8
4.4,8.9,125.0,11.0,5.6
4.3,9.4,129.9,11.3,5.6
4.6,9.5,122.0,11.5,5.7
4.5,9.4,124.9,11.6,5.5
4.2,8.8,119.2,11.2,6.0
4.3,8.9,118.9,11.2,5.8
4.4,8.9,121.3,12.2,5.6
4.4,8.9,113.6,12.3,6.1
4.3,8.9,117.4,12.2,5.6
4.1,8.9,111.8,11.3,5.8
4.3,9.0,109.9,12.0,6.2
4.0,8.7,115.8,12.3,5.8
4.1,8.6,111.0,11.6,6.2
4.1,8.7,104.4,11.9,5.9
4.2,8.2,113.3,11.5,5.8
3.9,8.4,107.5,12.4,6.3
4.0,8.7,110.2,12.6,6.1
3.9,8.6,100.5,12.5,6.4
4.0,8.6,100.1,11.8,5.9
4.1,7.9,100.1,12.4,6.0
3.8,8.4,103.7,11.8,6.0
3.9,8.5,95.6,11.9,6.1
3.8,8.0,95.7,12.0,6.1
3.9,8.5,95.6,12.2,6.2
3.9,8.2,97.7,12.4,6.4
3.6,8.0,93.9,12.0,6.1
3.8,8.1,96.0,12.1,6.2
3.7,7.9,86.6,12.5,6.1
3.5,7.6,92.5,12.9,6.2
3.7,7.7,89.8,13.2,6.2
3.6,8.0,86.1,12.6,6.6
3.5,7.7,83.1,13.0,6.3
3.4,7.3,83.8,13.2,6.2
3.4,7.9,82.1,12.2,6.3
3.3,7.7,79.8,12.4,6.8
3.3,7.3,77.6,12.8,6.5
3.4,7.1,81.9,12.2,6.7
3.4,7.4,78.5,12.6,6.6
3.2,7.3,74.4,13.1,6.4
3.1,7.1,75.7,12.5,6.5
3.3,7.1,71.0,12.8,6.7
3.3,7.0,70.6,12.7,7.1
3.0,7.3,68.7,13.4,7.0
3.2,7.3,71.3,13.3,6.9
3.2,7.2,68.1,13.3,6.9
2.9,6.8,68.2,12.6,6.6
3.1,6.9,65.8,12.7,6.6
3.0,6.8,64.1,13.0,7.2
3.0,6.7,64.6,12.9,6.6
2.9,6.7,63.1,13.7,6.7
2.8,6.5,57.8,12.9,7.3
2.8,6.8,57.8,13.0,6.7
2.9,7.3,59.8,13.2,7.0
2.8,7.8,55.8,11.6,7.1
2.8,8.0,54.3,11.2,6.8
2.8,8.3,57.9,11.6,7.3
2.7,8.6,56.5,10.9,7.2
3.0,8.8,56.8,11.0,6.9
3.1,9.5,52.4,10.8,6.8
3.3,9.5,52.4,10.6,6.8
3.4,10.0,51.0,10.8,6.9
3.5,9.6,48.7,10.8,6.6
3.4,9.8,48.9,10.4,6.4
3.8,10.7,48.8,10.1,6.6
3.9,10.5,45.2,9.6,6.1
4.0,10.2,45.4,9.6,5.8
4.0,10.7,41.7,9.7,6.0
4.2,10.8,44.3,9.3,5.5
4.5,11.6,43.1,9.3,5.3
4.6,12.1,37.8,8.6,5.3
4.7,11.8,39.3,8.6,5.3
4.7,12.7,38.6,8.4,4.9
4.8,12.2,34.9,7.8,4.9
5.0,12.9,33.1,8.2,4.7
5.2,12.5,32.3,7.6,4.4
5.6,12.8,32.2,7.6,4.3
5.6,12.9,30.8,7.4,4.5
5.8,14.2,28.6,7.3,4.1
5.8,13.3,27.6,7.0,4.1
6.0,14.4,27.0,6.7,3.9
6.1,13.6,24.3,45.3,3.8
6.3,14.0,24.1,41.8,3.3
6.4,15.3,22.5,41.8,3.3
6.5,15.7,20.7,37.7,3.3
6.7,16.0,20.1,35.8,3.0
6.6,14.9,18.8,35.5,2.9
7.1,16.6,16.4,31.5,2.5
7.4,16.3,16.5,31.7,2.6
7.6,17.8,15.8,32.0,6.2
8.1,17.7,15.0,35.7,5.0
8.5,16.8,15.3,42.1,2.9
9.2,14.8,16.4,50.5,3.0
9.3,14.6,16.8,65.9,3.4
9.6,13.5,15.5,75.4,3.2
10.9,12.6,16.6,82.4,3.5
10.8,12.6,15.8,86.3,2.6
12.1,11.7,15.4,117.2,3.4
13.8,11.8,17.2,173.4,3.9
13.7,11.4,17.3,165.8,4.0
14.8,10.4,18.1,163.1,3.8
16.2,10.0,19.9,134.6,4.3
15.1,10.2,20.2,84.4,4.7
14.5,10.3,20.7,64.8,4.3
14.2,9.5,21.8,41.1,5.0
12.6,9.3,21.6,33.1,4.9
12.6,9.1,24.0,31.7,4.6
11.7,9.3,22.3,30.5,4.4
10.5,8.7,26.5,25.0,4.6
10.0,9.4,30.4,24.6,5.7
9.1,9.4,32.0,26.1,6.3
9.3,9.7,36.2,25.1,6.1
8.7,9.3,40.9,25.4,8.1
8.1,10.0,55.3,27.3,12.4
8.2,11.0,77.0,28.7,15.2
7.6,11.0,93.1,28.6,18.5
7.3,11.5,109.1,27.1,20.8
7.6,11.5,169.1,30.3,35.5
7.3,12.4,165.3,30.7,64.4
7.1,13.4,155.6,29.5,141.4
7.0,13.4,160.0,30.0,165.1
6.9,13.9,163.0,29.6,160.6
7.1,14.7,152.7,30.6,174.4
7.3,15.2,138.9,30.2,163.7
7.2,15.1,103.5,30.9,176.1
7.4,16.0,91.6,30.2,2.8
6.9,15.6,86.6,29.6,2.9
7.1,16.8,82.1,31.1,2.8
7.6,16.4,78.9,29.8,2.9
7.7,16.3,77.6,28.0,2.7
7.3,17.2,63.1,28.9,2.7
7.8,17.5,52.1,28.7,2.7
7.4,18.5,48.1,28.8,2.7
7.5,18.7,42.3,28.2,2.8
7.9,21.1,37.4,29.4,2.8
8.0,22.8,30.3,29.9,2.7
8.2,24.3,28.6,30.2,2.5
8.4,26.1,23.9,33.2,2.5
8.9,31.3,18.9,37.4,2.9
9.9,37.8,15.5,45.8,3.0
10.3,39.8,14.1,49.3,2.8
11.1,53.2,11.7,58.5,3.1
10.8,62.5,12.0,68.0,3.2
12.2,71.2,11.6,73.6,3.2
12.6,92.9,12.5,101.7,3.2
13.7,125.2,12.8,133.9,3.2
13.7,148.1,12.7,142.2,3.1
14.6,150.7,11.4,134.4,2.9
15.2,152.1,11.4,132.2,2.7
17.1,148.3,11.3,136.2,2.6
19.0,147.3,12.2,135.1,3.2
21.0,84.4,13.9,75.3,3.3
21.5,58.5,14.0,55.2,3.1
23.0,35.1,15.0,35.3,3.5
26.4,26.0,14.9,28.2,3.7
28.9,20.0,16.4,26.6,3.2
31.9,12.8,16.8,21.0,3.8
34.0,9.6,18.2,18.1,3.8
37.9,7.5,20.0,16.5,3.3
42.2,4.8,18.6,16.6,2.7
40.5,4.5,19.8,15.9,1.5
47.8,4.5,21.0,14.5,1.6
50.6,4.8,21.8,14.3,1.7
57.3,4.6,23.0,13.7,1.8
66.5,5.0,28.7,12.6,2.0
86.6,5.4,38.5,10.4,1.8
109.5,4.9,46.3,8.7,1.8
142.2,5.2,78.0,7.7,1.9
148.0,6.0,134.2,7.0,1.8
142.7,5.9,125.0,6.6,1.9
2.5,6.8,132.4,6.2,31.8
2.6,7.0,124.4,5.6,33.0
2.6,7.9,130.8,5.2,2.1
2.6,8.4,108.3,4.8,2.0
2.7,8.2,91.5,4.9,2.1
3.0,9.0,79.9,4.8,1.9
2.3,9.2,77.5,4.4,1.9
2.8,9.4,72.9,4.1,1.9
3.0,9.5,70.6,4.2,1.7
3.1,10.3,68.8,3.8,1.6
3.3,10.0,62.3,3.8,1.4
3.4,10.2,63.2,3.7,1.3
3.7,10.4,62.4,3.2,1.2
3.9,11.1,61.3,3.1,1.0
4.0,10.8,60.0,2.9,0.8
4.2,11.7,54.2,2.7,0.6
4.2,11.6,52.3,2.4,0.5
4.3,12.3,52.9,2.3,0.3
4.6,12.7,54.1,2.1,0.1
4.9,13.1,50.1,2.0,-0.0
5.0,13.4,48.4,1.7,0
5.0,13.6,49.5,1.4,0
5.2,14.0,44.9,1.3,0
5.3,13.5,45.5,1.0,0
5.7,14.7,45.5,0.8,0
5.8,14.2,41.4,0.6,0
6.2,14.6,40.0,0.4,0
6.1,14.5,42.1,0.2,0
6.3,14.3,46.0,0.2,0
6.3,14.7,53.2,0.2,0
6.8,14.0,62.6,0.1,0
6.7,13.6,80.2,0.2,0
6.8,13.5,89.8,0.1,0
6.6,13.3,85.5,0.2,0
7.0,14.1,90.7,0.1,0
6.8,13.8,89.5,0.2,0
6.7,12.9,88.7,0.2,0
6.7,13.8,86.2,0.2,0
7.0,13.3,83.0,0.2,0
6.8,12.9,82.1,0.2,0
6.7,13.5,80.5,0.2,0
6.7,13.3,80.5,0.2,0
7.1,13.5,79.3,0.2,0
7.2,13.6,73.9,0.2,0
7.3,13.6,70.9,0.2,0
7.2,12.9,72.3,0.2,0
6.7,12.7,75.0,0.2,0
6.9,13.7,71.2,0.3,0
7.0,12.5,69.1,0.3,0
7.0,13.5,65.4,0.3,0
7.0,13.0,64.8,0.3,0
6.8,13.3,65.8,0.3,0
6.9,13.4,61.4,0.3,0
6.8,13.2,62.6,0.3,0
7.2,13.6,63.0,0.3,0
7.2,13.8,62.5,0.3,0
7.4,12.6,59.4,0.3,0
7.2,12.6,56.3,0.3,0
7.1,13.1,55.3,0.3,0
7.1,13.0,55.0,0.3,0
7.1,13.4,54.6,0.3,0
7.0,13.6,53.1,0.4,0
6.8,13.5,50.4,0.4,0
7.0,13.5,49.2,0.4,0
7.3,12.9,46.5,0.4,0
7.2,13.4,48.1,0.4,0
7.4,13.3,43.2,0.4,0
6.8,13.2,42.7,0.4,0
7.2,13.7,41.7,0.4,0
6.8,13.2,41.2,0.4,0
7.3,13.7,41.4,0.4,0
7.1,12.9,38.8,0.4,0
7.1,13.9,36.9,0.4,0
6.9,12.9,34.5,0.4,0
6.9,12.9,32.7,0.5,0
7.2,13.0,34.1,0.5,0
7.5,12.7,32.5,0.4,0
7.4,12.8,30.5,0.5,0
7.4,13.0,28.2,0.5,0
6.9,13.4,26.7,0.5,0
7.1,39.1,25.7,0.5,0
7.5,39.8,23.9,0.5,0
7.0,38.1,24.7,0.5,0
7.4,35.1,23.0,0.5,0
7.1,31.5,20.9,0.5,0
7.4,30.6,19.7,0.5,0
7.3,30.2,19.0,0.5,0
6.9,26.4,17.6,0.5,0
7.0,25.5,15.7,0.6,0
7.2,23.6,13.9,0.5,0
7.1,23.2,13.6,0.7,0
7.1,21.6,12.0,0.8,0
6.9,20.3,11.9,1.2,0
6.8,22.0,11.2,2.0,0
6.5,22.5,10.9,2.6,0
6.6,24.1,11.3,3.6,0
6.2,26.8,11.1,5.2,0
6.4,28.9,11.0,6.6,0
6.5,34.6,11.5,8.4,0.1
6.4,37.9,11.4,12.2,0.5
6.5,49.8,13.3,11.1,1.0
